,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type
788,20682228,22954625,20000,20000,20000.0,0,6.03,608.94,A,0,Sr. Information Technology Auditor II,4,2,117000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20682228,,credit_card,Credit card refinancing,023xx,MA,15.64,0,Sep-99,0,14,0,52.8,39,0,INDIVIDUAL
790,20119356,22381972,16000,16000,16000.0,1,16.99,397.37,D,17,operator,6,0,40000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20119356,,debt_consolidation,Debt consolidation,932xx,CA,21.4,1,Dec-00,1,10,0,54.8,30,1,INDIVIDUAL
791,9855254,11707302,26375,26375,26350.0,1,20.5,705.97,E,20,Electrician,-1,2,60000.0,Verified,32,1,https://lendingclub.com/browse/loanDetail.action?loan_id=9855254,,debt_consolidation,personal loan,908xx,CA,10.27,0,Nov-98,1,9,0,87.4,20,1,INDIVIDUAL
797,63349579,67691445,15000,15000,15000.0,0,13.33,507.72,C,12,Assistant Manager,1,1,61000.0,Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=63349579,,credit_card,Credit card refinancing,079xx,NJ,20.46,0,Mar-84,1,7,0,50.2,9,1,INDIVIDUAL
809,39379234,42182946,19200,19200,19200.0,1,19.99,508.66,E,22,Assistant General Manager,10,0,45000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=39379234,,debt_consolidation,Debt consolidation,601xx,IL,28.15,1,May-88,0,14,0,47.0,41,1,INDIVIDUAL
810,23143161,25496045,11000,11000,11000.0,0,12.49,368.14,B,9,SALES MANAGER,5,0,66950.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=23143161,,debt_consolidation,Debt consolidation,100xx,NY,14.32,0,Mar-07,0,7,0,108.0,10,0,INDIVIDUAL
839,77119848,82688621,8000,8000,8000.0,0,18.99,293.08,D,18,English Instructor,1,0,30000.0,Source Verified,5,1,https://lendingclub.com/browse/loanDetail.action?loan_id=77119848,,debt_consolidation,Debt consolidation,761xx,TX,46.26,1,Mar-10,1,10,0,47.5,13,0,DIRECT_PAY
862,70975060,76066882,14400,14400,14400.0,1,18.99,373.52,D,18,Accountant,10,2,100000.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=70975060,,credit_card,Credit card refinancing,703xx,LA,31.94,1,Nov-93,0,18,0,47.6,38,1,INDIVIDUAL
894,799168,1004335,7550,7550,7375.0,0,9.99,243.55,B,5,GT Midwest,10,0,73000.0,Verified,62,1,https://lendingclub.com/browse/loanDetail.action?loan_id=799168,"Borrower added on 06/27/11 > Lower interest loan to pay off higher interest debt<br/> Borrower added on 06/27/11 > My job is very stable, I have been there over 16 years.<br/>This loan will allow me to save about 150 a month<br/>",debt_consolidation,laon123,641xx,MO,17.86,1,May-93,2,7,0,78.3,23,0,INDIVIDUAL
905,55130087,58700866,20000,20000,20000.0,1,19.19,520.97,E,22,vice president relationship manager,5,2,150000.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55130087,,credit_card,Credit card refinancing,953xx,CA,11.94,0,Oct-03,2,15,0,62.6,23,1,INDIVIDUAL
911,42693233,45689961,7000,7000,7000.0,0,11.53,231.13,B,9,Blackjack Dealer,2,1,32000.0,Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=42693233,,debt_consolidation,Debt consolidation,734xx,OK,3.32,0,Mar-05,1,8,1,37.6,21,1,INDIVIDUAL
938,43499585,46526319,35000,35000,35000.0,0,9.99,1129.02,B,7,Region Director,5,2,125000.0,Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=43499585,"Borrower added on 02/18/14 > Dental work, electrical issues in our home, debt pay off<br>",debt_consolidation,Debt consolidation,577xx,SD,13.06,0,Jul-91,0,5,0,99.3,15,0,INDIVIDUAL
943,55827154,59458868,12000,12000,11900.0,0,10.99,392.45,B,8,Group fitness director,10,0,87000.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55827154,,other,Other,070xx,NJ,5.19,0,Oct-89,1,7,1,45.2,14,0,INDIVIDUAL
948,33180840,35824109,12000,12000,12000.0,1,17.14,299.12,D,18,FULL CHARGE BOOKKEEPER/HR ADMIN.,3,0,38750.0,Source Verified,22,1,https://lendingclub.com/browse/loanDetail.action?loan_id=33180840,,other,Other,985xx,WA,9.68,0,Jun-05,0,9,1,55.2,14,1,INDIVIDUAL
953,59839124,63782836,20000,20000,20000.0,0,13.99,683.39,C,13,lvn,1,0,52000.0,Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=59839124,,debt_consolidation,Debt consolidation,752xx,TX,31.98,0,Feb-99,0,15,0,83.5,34,1,INDIVIDUAL
998,35307788,37988246,16000,16000,16000.0,0,11.99,531.64,B,9,sta,3,1,60000.0,Not Verified,22,1,https://lendingclub.com/browse/loanDetail.action?loan_id=35307788,,credit_card,Credit card refinancing,601xx,IL,22.03,1,Jan-08,0,17,0,58.8,28,0,INDIVIDUAL
999,44138617,47155374,18000,18000,18000.0,1,18.84,465.36,E,21,SeniorDesigner,1,0,85000.0,Source Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=44138617,,credit_card,Credit card refinancing,112xx,NY,20.0,0,Oct-08,0,13,0,33.4,19,1,INDIVIDUAL
1000,68885981,73809847,19875,19875,19850.0,0,13.99,679.12,C,13,Director,-1,2,60000.0,Verified,8,1,https://lendingclub.com/browse/loanDetail.action?loan_id=68885981,,debt_consolidation,Debt consolidation,471xx,IN,27.87,1,May-90,3,11,1,36.0,46,1,INDIVIDUAL
1013,12395843,14407983,17750,17750,17750.0,0,15.31,618.02,C,13,Sales,-1,2,46560.0,Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=12395843,Borrower added on 02/26/14 > To consolidate some credit card debt: that would help me out financial<br>,debt_consolidation,Debt consolidation,322xx,FL,24.58,2,Sep-98,1,14,0,51.7,38,1,INDIVIDUAL
1023,5065371,6387585,14075,14075,14075.0,0,13.11,475.17,B,8,Franklin 'Door & Trim Inc,10,0,55764.0,Verified,40,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5065371,"Borrower added on 05/09/13 > Incurred several medical debt, which I paid with credit cards which have a<br>high interest rate so I wish to consolidate this debt at a lower interest rate.<br>",debt_consolidation,debt reduction loan,799xx,TX,19.08,0,May-01,3,10,0,35.5,21,0,INDIVIDUAL
1031,10757194,12649264,2000,2000,2000.0,0,16.99,70.97,D,15,laborer,10,1,30700.0,Source Verified,32,1,https://lendingclub.com/browse/loanDetail.action?loan_id=10757194,,major_purchase,Major purchase,172xx,PA,9.51,0,Aug-01,0,7,0,56.9,10,0,INDIVIDUAL
1039,52456424,55946143,10000,10000,10000.0,0,7.89,312.92,A,4,Operations manager,-1,2,38000.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=52456424,,debt_consolidation,Debt consolidation,408xx,KY,26.47,1,Mar-96,0,7,0,25.7,23,1,INDIVIDUAL
1051,46184209,49291923,7700,7700,7700.0,0,13.99,263.31,C,13,Installer,2,1,27000.0,Source Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=46184209,,debt_consolidation,Debt consolidation,331xx,FL,25.4,0,Feb-05,0,6,0,57.0,10,0,INDIVIDUAL
1055,31157733,33730998,21125,21125,21125.0,1,16.99,524.71,D,17,Night Lead Custodian,6,2,47000.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=31157733,,credit_card,Credit card refinancing,551xx,MN,10.19,0,Aug-82,0,9,2,44.9,17,1,INDIVIDUAL
1056,56068100,59729830,13600,13600,13600.0,0,13.99,464.99,C,13,Insurance Coordinator,2,0,40000.0,Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=56068100,,debt_consolidation,Debt consolidation,750xx,TX,33.49,1,Dec-02,0,9,0,82.5,23,0,INDIVIDUAL
1062,6533187,8085160,20000,20000,20000.0,1,14.33,468.57,C,11,dyersburg regional medical center,10,2,45000.0,Verified,37,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6533187,Borrower added on 08/01/13 > Reduce interest rate on credit cards. Medical bills<br><br> Borrower added on 08/01/13 > Reduce interest rate on credit cards. Medical bills<br><br> Borrower added on 08/01/13 > Reduce interest rate on credit cards. Medical bills<br>,debt_consolidation,life,382xx,TN,16.55,1,Sep-90,0,9,0,51.0,25,0,INDIVIDUAL
1077,7564871,9247012,2000,2000,2000.0,0,15.61,70.04,C,12,BM,-1,0,22000.0,Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7564871,,debt_consolidation,Debt consolidation,925xx,CA,32.52,1,Mar-80,1,4,0,70.2,15,0,INDIVIDUAL
1094,70160934,75178672,33600,33600,33575.0,0,26.99,1371.59,G,30,Owner,10,2,80000.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=70160934,,debt_consolidation,Debt consolidation,382xx,TN,20.03,0,Aug-05,3,21,1,78.3,45,0,INDIVIDUAL
1099,1435585,1687137,15000,15000,15000.0,0,10.16,485.1,B,5,truck driver,-1,2,45250.0,Verified,49,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1435585,Borrower added on 07/20/12 > Pay off credit cards.<br><br>  Borrower added on 07/31/12 > Payoff credit cards and to replace heat pump for my home.<br>,debt_consolidation,Pay off of bills,275xx,NC,8.02,0,Dec-96,1,7,0,45.1,26,0,INDIVIDUAL
1115,64039677,68470467,6000,6000,6000.0,0,12.05,199.3,C,10,Manager,10,2,100000.0,Verified,10,1,https://lendingclub.com/browse/loanDetail.action?loan_id=64039677,,moving,Moving and relocation,329xx,FL,17.48,1,Sep-98,0,7,0,82.5,25,1,INDIVIDUAL
1122,732910,929166,12000,12000,11975.0,1,15.65,289.47,D,18,Rockingham County Schools,10,2,53000.0,Source Verified,65,1,https://lendingclub.com/browse/loanDetail.action?loan_id=732910,Borrower added on 04/19/11 > I am a  veteran teacher who has always  worked  part-time painting. Starscapes Ceilings will be a great additional profit stream for my business as I pay down my financial obligations.<br/>,debt_consolidation,Debt Consolidation Loan,272xx,NC,16.33,0,Feb-79,0,8,0,29.9,49,0,INDIVIDUAL
1123,75100802,80522549,9600,9600,9600.0,0,24.11,377.03,F,26,Claims Generalist Intermediate,3,0,54768.0,Verified,6,1,https://lendingclub.com/browse/loanDetail.action?loan_id=75100802,Borrower added on 03/15/12 > i am really in need for this loan and thanks to all the investors willing to lend.<br>,credit_card,Credit card refinancing,335xx,FL,16.21,0,Aug-09,0,17,0,84.4,20,0,INDIVIDUAL
1146,1083892,1320862,35000,35000,34925.0,1,12.69,790.89,B,9,Siemens Healthcare,6,2,68000.0,Verified,56,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1083892,,other,Loan,197xx,DE,8.53,0,Oct-85,3,16,0,12.3,36,0,INDIVIDUAL
1154,37167229,39939963,35000,35000,35000.0,0,17.86,1262.85,D,19,SENIOR VICE PRESIDENT,10,2,253000.0,Verified,21,1,https://lendingclub.com/browse/loanDetail.action?loan_id=37167229,,home_improvement,Home improvement,073xx,NJ,12.13,2,Jun-95,4,34,0,35.0,77,0,INDIVIDUAL
1159,56672411,60354122,21600,21600,21600.0,1,15.61,520.82,D,15,Software Systems Engineer,1,2,112500.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=56672411,,debt_consolidation,Debt consolidation,327xx,FL,35.09,0,Oct-01,1,10,0,98.6,23,1,INDIVIDUAL
1160,57327198,61030019,13000,13000,13000.0,0,16.99,463.63,D,17,Graduate Researcher,4,0,26000.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=57327198,,debt_consolidation,Debt consolidation,956xx,CA,29.08,0,Dec-11,0,8,0,62.5,8,0,INDIVIDUAL
1164,40592396,43457198,30000,30000,30000.0,0,13.66,1020.51,C,12,Software Engineer,2,0,188000.0,Source Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40592396,,debt_consolidation,Debt consolidation,109xx,NY,5.35,0,Feb-01,0,5,0,94.9,18,0,INDIVIDUAL
1166,7691091,9392391,8875,8875,8875.0,0,18.55,323.28,D,16,Aircraft Fuel Systems Maintainer,4,0,27000.0,Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7691091,Borrower added on 10/09/13 > Consolidate debt and get rid of some credit cards and a bank.<br>,debt_consolidation,Dept Loan,857xx,AZ,33.98,0,Jul-08,1,8,0,42.9,9,0,INDIVIDUAL
1179,59311267,63199043,15000,15000,15000.0,0,13.99,512.53,C,13,Tester,2,0,97000.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=59311267,,debt_consolidation,Debt consolidation,622xx,IL,21.98,0,Mar-95,3,16,0,76.6,37,1,INDIVIDUAL
1225,14317849,16370248,11200,11200,11200.0,0,18.92,410.25,D,18,barterder,-1,0,28000.0,Verified,29,1,https://lendingclub.com/browse/loanDetail.action?loan_id=14317849,,debt_consolidation,Debt consolidation,481xx,MI,33.81,0,Dec-95,0,8,0,97.5,18,1,INDIVIDUAL
1233,67256748,72058506,24900,24900,24900.0,0,15.41,868.51,D,15,General Sales Manager,10,0,250000.0,Source Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=67256748,,house,Home buying,956xx,CA,25.94,0,Jun-80,1,18,0,53.4,51,1,INDIVIDUAL
1246,54958517,58529241,12000,12000,12000.0,0,12.69,402.38,C,11,Housekeeper,10,2,35000.0,Not Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=54958517,Borrower added on 02/10/13 > I would like to use this loan to pay off high interest credit card debts I accumulated at a time when I was unemployed.  I would like to free myself from this debt so I can do other things with my hard-earned money!<br>,debt_consolidation,Debt consolidation,452xx,OH,27.07,0,Apr-07,1,10,0,74.7,14,1,INDIVIDUAL
1259,17984779,20147249,15000,15000,14900.0,0,12.49,502.1,B,9,Clergy,7,0,55000.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17984779,,debt_consolidation,Debt consolidation,180xx,PA,15.64,0,Jan-87,1,11,0,71.9,34,0,INDIVIDUAL
1271,37907595,40670336,20000,20000,20000.0,1,19.24,521.41,E,21,Deliver bread,8,0,85000.0,Source Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=37907595,,debt_consolidation,Debt consolidation,287xx,NC,21.55,0,Oct-04,0,6,0,55.3,8,0,INDIVIDUAL
1288,16131749,18234216,14000,14000,13925.0,1,16.29,342.54,D,16,,-1,2,75000.0,Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=16131749,,debt_consolidation,Debt consolidation,314xx,GA,32.85,0,Aug-93,0,14,1,43.2,49,0,INDIVIDUAL
1291,62256223,66452967,30000,30000,30000.0,1,19.99,794.73,E,23,Superintendent,2,2,124000.0,Source Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=62256223,,debt_consolidation,Debt consolidation,773xx,TX,25.5,0,Feb-02,3,25,0,63.8,41,1,INDIVIDUAL
1299,23873412,26246366,12000,12000,12000.0,0,13.35,406.34,C,11,service tech,2,0,37000.0,Source Verified,25,1,https://lendingclub.com/browse/loanDetail.action?loan_id=23873412,,credit_card,Credit card refinancing,857xx,AZ,31.3,0,May-07,1,13,0,60.1,17,0,INDIVIDUAL
1305,27100209,29603251,7000,7000,7000.0,0,10.99,229.03,B,7,Exec admin,8,0,45000.0,Not Verified,24,1,https://lendingclub.com/browse/loanDetail.action?loan_id=27100209,,credit_card,Credit card refinancing,076xx,NJ,19.86,0,Jul-09,0,9,0,70.4,10,1,INDIVIDUAL
1314,8225330,9967450,19000,19000,19000.0,1,17.1,473.28,C,14,Calculations Clerk 2,10,0,42539.0,Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=8225330,,debt_consolidation,Debt Pay,131xx,NY,14.45,0,May-92,0,8,0,72.6,10,0,INDIVIDUAL
1323,26350531,28823170,10000,10000,10000.0,0,22.15,382.94,E,24,dealer,8,0,55000.0,Source Verified,24,1,https://lendingclub.com/browse/loanDetail.action?loan_id=26350531,,vacation,Vacation,084xx,NJ,9.73,0,Feb-03,3,13,1,61.0,20,0,INDIVIDUAL
1365,28744736,31277994,11200,11200,11200.0,1,15.61,270.08,D,15,Maintenance lead,10,1,85000.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28744736,,debt_consolidation,Debt consolidation,829xx,WY,7.2,0,Jun-02,2,15,0,24.0,39,1,INDIVIDUAL
1366,491019,627250,25000,25000,24950.0,0,10.62,814.05,B,7,Oscar Gruss and Son,10,0,200000.0,Not Verified,78,1,https://lendingclub.com/browse/loanDetail.action?loan_id=491019,"Borrower added on 03/04/10 > These funds will be used to pay a tax liability and to pay my daughters college tuition.<br/> Borrower added on 03/05/10 > I have worked for the same employer for 10 years.  I am chief technology officer for the firm, which is a boutique broker.  The business is heavily technology driven so this is a secure position.<br/>",other,Tax Liability and Tuition Bill,100xx,NY,4.16,0,Jun-84,1,6,0,56.5,16,0,INDIVIDUAL
1367,37710563,40483328,16800,16800,16800.0,1,17.86,425.4,D,19,customer service specialist,4,0,50000.0,Source Verified,21,1,https://lendingclub.com/browse/loanDetail.action?loan_id=37710563,,debt_consolidation,Debt consolidation,373xx,TN,14.9,1,Oct-03,1,9,0,38.7,14,1,INDIVIDUAL
1381,60874006,64915835,11200,11200,11200.0,1,19.19,291.56,E,22,Engineer,10,0,59000.0,Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=60874006,,debt_consolidation,Debt consolidation,077xx,NJ,18.36,0,Feb-04,1,6,3,53.4,12,1,INDIVIDUAL
1396,55930910,59592699,16800,16800,16800.0,1,18.25,429.04,E,20,Kiefel Operator,10,1,42000.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55930910,,debt_consolidation,Debt consolidation,287xx,NC,35.79,0,Oct-01,1,9,0,84.6,32,1,INDIVIDUAL
1397,10086027,11938079,16000,16000,16000.0,1,15.61,385.74,C,13,sales,10,2,99000.0,Verified,33,1,https://lendingclub.com/browse/loanDetail.action?loan_id=10086027,"Borrower added on 12/23/13 > wanting to pay off loans and have 1 monthly bill, which enables me to save money and pay off lending club at a faster rate.<br>",credit_card,Credit card refinancing,794xx,TX,27.22,0,Sep-86,0,15,0,63.0,21,0,INDIVIDUAL
1401,4165660,5307895,9600,9600,9600.0,0,10.16,310.41,B,5,Illinois State Police,10,2,90000.0,Not Verified,41,1,https://lendingclub.com/browse/loanDetail.action?loan_id=4165660,,debt_consolidation,Debt Consolidation,610xx,IL,8.03,0,Nov-98,0,5,0,92.2,28,1,INDIVIDUAL
1404,34752960,37446241,5000,5000,5000.0,0,12.39,167.08,C,10,any pest,-1,0,38784.0,Verified,22,1,https://lendingclub.com/browse/loanDetail.action?loan_id=34752960,"Borrower added on 10/25/12 > i am doing some renovation to home since i will be there for a long long long time.<br><br>  Borrower added on 10/26/12 > i am looking to make home more efficient with todays market its easier to fix up then it is to sell. I like where i live and have had same job 13 years so i am wanting a better looking but mostly more efficient home , windows doors , painting etc.  thank you for your consideration .<br>",debt_consolidation,Debt consolidation,954xx,CA,4.37,0,Dec-05,0,6,0,43.3,8,0,INDIVIDUAL
1422,13417402,15469686,29975,29975,29925.0,1,21.18,814.09,E,22,Underwriter,9,2,79000.0,Verified,29,1,https://lendingclub.com/browse/loanDetail.action?loan_id=13417402,,debt_consolidation,Debt consolidation,135xx,NY,34.38,0,Jun-99,2,32,0,47.0,55,0,INDIVIDUAL
1423,12428366,14440477,26375,26375,26375.0,1,23.43,750.21,F,25,Analyst,7,2,60000.0,Source Verified,30,1,https://lendingclub.com/browse/loanDetail.action?loan_id=12428366,,home_improvement,Home improvement,070xx,NJ,18.78,0,Feb-01,0,11,0,94.2,25,1,INDIVIDUAL
1429,67387144,72198902,8075,8075,8075.0,0,13.67,274.4,C,13,Operations manager,1,2,39000.0,Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=67387144,,debt_consolidation,Debt consolidation,323xx,FL,28.51,0,Feb-03,0,6,1,95.5,13,1,INDIVIDUAL
1431,13538536,15590833,10000,10000,10000.0,0,6.62,307.08,A,1,Mgr,-1,2,25500.0,Verified,29,1,https://lendingclub.com/browse/loanDetail.action?loan_id=13538536,,home_improvement,Home improvement,770xx,TX,10.64,0,Jan-82,0,4,0,25.5,14,0,INDIVIDUAL
1438,949894,1186116,12000,12000,11975.0,1,19.42,313.95,E,22,southwest oilfield products inc.,10,1,54000.0,Not Verified,60,1,https://lendingclub.com/browse/loanDetail.action?loan_id=949894,Borrower added on 09/24/11 > planned  expenses and part down payment on house<br/> Borrower added on 09/27/11 > did not get your question on 9-25-11<br/>,house,dream house,770xx,TX,7.71,0,Mar-00,0,5,0,49.8,8,0,INDIVIDUAL
1439,1573371,1841285,17625,17625,17625.0,1,21.49,481.6,E,22,State of Michigan,4,0,45000.0,Source Verified,47,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1573371,Borrower added on 10/02/12 > This loan will help take pressure off of me because my current car is not dependable.  I need a car to get to work and to get my son to school.  This loan will help me pay off my credit cards. I will be able to save money to build a future for my family and repay my debts and build my credit. Thanks<br><br>  Borrower added on 10/03/12 > The only way I can get a car is to pay off my cards.  Taking this loan allows me to do just that.  The money I free up by paying off my cards can be used to repay this loan if granted (equal same amount).  I cannot afford to finance a car and keep my credit card payments I will exceed my income.<br>,other,Credit card consolidate and buy car,482xx,MI,24.38,0,Dec-00,0,12,0,91.9,23,0,INDIVIDUAL
1446,37840466,40603222,20000,20000,20000.0,1,11.44,438.89,B,8,Driver/Delivery,10,2,105000.0,Source Verified,21,1,https://lendingclub.com/browse/loanDetail.action?loan_id=37840466,,debt_consolidation,Debt consolidation,283xx,NC,21.43,0,Nov-00,0,8,0,88.8,15,1,INDIVIDUAL
